sentence,category
A Barney blanket ?,FRA
Oh that 's good .,FRA
Is it soft ?,FRA
Haf ta .,FRA
They are a little scary because they 're so loud and bright .,FRA
And this one is very big and that 's also scary .,FRA
You 're big .,FRA
If I were bigger than this tractor .,FRA
If I were as big as you I might not be so scared .,FRA
I I 'm not scared .,FRA
I 'm the driver !,FRA
I 'm not as fast as you .,FRA
I 'm still a little horse .,FRA
Are we there yet ?,FRA
Not yet .,FRA
Wow this is hard ground over here .,FRA
I 'm the fastest .,FRA
You 're very big .,FRA
Maybe that 's why you 're so fast .,FRA
I 'm here .,FRA
Another toy ?,FRA
I 'm the fastest guys .,FRA
I 'm the one and I 'm the two and I 'm the three one .,FRA
Wow how many are are there ?,FRA
Is that Gonzo ?,FRA
No it 's somebody else .,FRA
It 's somebody else .,FRA
Who is he ?,FRA
One not yet .,FRA
I 'm ready .,FRA
This side ?,FRA
Green is n't that water that the green is the icky icky bicky water .,FRA
That is the clean water .,FRA
When I was two .,FRA
Hey duck !,FRA
No you are n't the duck you are the fish .,FRA
Oh that 's right sorry .,FRA
You 're not a duck .,FRA
Oh what am I ?,FRA
Who am I ?,FRA
A person .,FRA
Oh I am a person .,FRA
That 's the cool part is n't it ?,FRA
What am I ?,FRA
A horsie ?,FRA
I certainly am not a duck .,FRA
You 're a sheep .,FRA
I certainly am .,FRA
In front of the fish ?,FRA
I 'm a bath toy .,FRA
Maybe that 's how the way I am .,FRA
Oh careful .,FRA
That 's just the way you are ?,FRA
No a doggie .,FRA
The race yep .,FRA
Is there something else in there ?,FRA
Another piece of fence .,FRA
That 's dad 's .,FRA
Now which one is this ?,FRA
That 's not water that 's the water fountain .,FRA
That 's mom 's .,FRA
Emma 's ?,FRA
The water fountain ?,FRA
Everyone 's .,FRA
The one in in the kitchen .,FRA
Yeah that 's fine hon .,FRA
It was me !,FRA
No she no she not .,FRA
Be gentle !,FRA
Is n't there two ones ?,FRA
Oh my heavens .,FRA
There 's just the Chinese checkers .,FRA
Is that the kitty puppet ?,FRA
It 's not the kitty puppet it 's a bear thing .,FRA
Oh it 's the bear puppet I 'm sorry .,FRA
With Grace ?,FRA
No daddy was n't there .,FRA
Mom was there .,FRA
No not Avril !,FRA
And then the purples in the purples .,FRA
And then the orange in the orange and then the green in the green .,FRA
She 's small ?,FRA
The yellows in the yellows .,FRA
Those are pumpkin seeds .,FRA
The reds in the red yellows and the blues in the blues and the yellows in the yellows and the green in the green and the the orange into and the purple in here and the reds in there .,FRA
One two .,FRA
Three four four five .,FRA
And this is a bat .,FRA
This is a butterfly and this is a monster .,FRA
A monster .,FRA
Two bats .,FRA
Bunny slippers .,FRA
Yes the pumpkin shirt .,FRA
And Wendel .,FRA
Just me .,FRA
Are you sick ?,FRA
Halloween party .,FRA
And the blues and the reds and the orange .,FRA
Seamus is my friend .,FRA
And Hillary .,FRA
Mommy what is this one for now ?,FRA
Is that a purple one ?,FRA
A dress there .,FRA
And another word .,FRA
Short sleeves ?,FRA
In upstairs on the bed .,FRA
On the bed ?,FRA
When was Grandma here ?,FRA
Sparkly things .,FRA
How how long ago was she here ?,FRA
Was she was she here a long time ago ?,FRA
Was she here yesterday ?,FRA
Was she here .,FRA
How long ago was yesterday ?,FRA
A short time .,FRA
Selbovitch yeah .,FRA
You 're such a good .,FRA
Here we are !,FRA
He is pretty big .,FRA
Yeah he 's big and black .,FRA
Big and black .,FRA
But he .,FRA
Yeah well maybe soon .,FRA
He 's big and black .,FRA
Hello Emma .,FRA
Who are you ?,FRA
Why gently ?,FRA
Those big fields .,FRA
A red nose .,FRA
I am .,FRA
Who 's this for ?,FRA
Is that where we .,FRA
No not today .,FRA
Where 's that marker ?,FRA
Here 's one .,FRA
Where did you that one ?,FRA
For Avril .,FRA
This is for Avril .,FRA
It was very cold .,FRA
No no it 's a d for daddy .,FRA
For Emma .,FRA
Color the d in .,FRA
Where 's my marker box mommy ?,FRA
This is my present !,FRA
Um well it 's that red box .,FRA
A shirt !,FRA
And it 's right in front of you .,FRA
What color is the colored dog ?,FRA
Right near the computer .,FRA
Uh what is this for ?,FRA
This for Avril .,FRA
Oh my gosh it 's a game !,FRA
Oh we certainly could .,FRA
My gosh .,FRA
Um to the playground .,FRA
I 'm out of breath !,FRA
We 're here ?,FRA
The yellow castle ?,FRA
To the pumpkin farm .,FRA
We 're there !,FRA
To the pumpkins .,FRA
So it 's like first reading .,FRA
With my mouth .,FRA
Oh all right .,FRA
That 's a head .,FRA
Graham crackers .,FRA
A head ?,FRA
Kamel is camel all right .,FRA
Here 's that .,FRA
Oh oh !,FRA
Here 's the peacock .,FRA
That 's great .,FRA
Wow that was fast !,FRA
Here 's a mouse .,FRA
Eeeh eeeh eeh eeh .,FRA
And my hair yeah .,FRA
Here 's the matching one for that one .,FRA
Here 's the matching one .,FRA
Silly thing .,FRA
And here 's one for the mouse .,FRA
Oh yeah flag is a good idea .,FRA
I 'm cold .,FRA
A rock maybe ?,FRA
Your mouth again .,FRA
Two eyes .,FRA
All right this is .,FRA
For the mouse ?,FRA
Me too .,FRA
I 'm the big one !,FRA
You 're the little one .,FRA
Um here 's the tape and here 's this .,FRA
It 's very wide is n't it ?,FRA
A long one here .,FRA
Not the big sister .,FRA
And a very long one here .,FRA
This is your nose .,FRA
Ah a mouth .,FRA
In the house .,FRA
A mouth .,FRA
Where are the bat things ?,FRA
Yep we 're here .,FRA
Because then I wo n't be so tired .,FRA
All these are mine !,FRA
No it 's here .,FRA
Oh fine .,FRA
Daddy a letter .,FRA
No these are mine .,FRA
How about that museum ?,FRA
Here 's the bat wings .,FRA
And a long hair .,FRA
It 's right up here .,FRA
Well they 're mine .,FRA
Daddy no another one .,FRA
No one ?,FRA
Here 's some Daddy !,FRA
Oh very good .,FRA
Oh okay great .,FRA
Where 's this ?,FRA
Where 's the matching one with this ?,FRA
Um the matching frog ?,FRA
Oh it was alive .,FRA
How nice .,FRA
No that 's the teacher .,FRA
Three people ?,FRA
Mm hm yeah that 's right .,FRA
No we 're three .,FRA
Oh we are three .,FRA
Maybe we should just kinda .,FRA
All right this is great .,FRA
This is really great .,FRA
That 's kind of fun is n't it .,FRA
Or Ernie sauce .,FRA
Here 's a card .,FRA
What about antelope ?,FRA
Strawberries grapes and lettuce !,FRA
All right missy .,FRA
Here 's your card .,FRA
Now is that for the picnic ?,FRA
Here here .,FRA
The lion kingdom !,FRA
Here 's card for you .,FRA
All right we 'll be right back with some antelope .,FRA
Here 's your dice .,FRA
That is paper silly .,FRA
Here 's you .,FRA
Grapes and lettuce .,FRA
This is the daddy too .,FRA
Maybe a fingernail .,FRA
Oh no here .,FRA
Who Mark ?,FRA
This is the sandbox .,FRA
And here 's the slide .,FRA
Okay all right .,FRA
No it was Scar in there not not .,FRA
Scar was in there ?,FRA
Not Mufasa .,FRA
All right okay all right .,FRA
Oh that that 's someone else .,FRA
We 're particularly interested in the bird life in the lion kingdom .,FRA
All of them .,FRA
It was enough money !,FRA
Is there a doggie here ?,FRA
And then there was Hans Timara .,FRA
Twenty dollars .,FRA
Grapes and lettuce and strawberries .,FRA
What about all of the lions and all the tigers ?,FRA
Hey you !,FRA
A heart .,FRA
Da tadah !,FRA
Yeah a heart .,FRA
That big horse !,FRA
Hey you babe .,FRA
I 'm a pony .,FRA
I 'm from new Christmas .,FRA
Here 's all reds .,FRA
I 'm huge are n't I ?,FRA
Here 's a red heart .,FRA
What about Hendel ?,FRA
My tail .,FRA
Is he here too ?,FRA
No he ca n't .,FRA
Him he 's too young .,FRA
Yeah right here .,FRA
On the blueish fish .,FRA
He 's down there .,FRA
He 's older .,FRA
But here 's .,FRA
It 's too little .,FRA
Good thing Clifford .,FRA
It 's your birthday ?,FRA
That was fun .,FRA
Dead fish .,FRA
But me Simba .,FRA
Ten years ?,FRA
How old are you frog ?,FRA
I could ?,FRA
Um twenty .,FRA
Oh that 's a big part of the Lion King .,FRA
And my dog 's swimming .,FRA
Frogs are jumper bunnies .,FRA
Have you been in in the water ?,FRA
All the Barneys .,FRA
This is the daddy .,FRA
I 'm big sister .,FRA
I 'm the daddy ?,FRA
These colors .,FRA
Nuclear Barney .,FRA
I 'm not a puppet .,FRA
My mouth does n't .,FRA
Now I 'm tired .,FRA
Probably on Saturday .,FRA
Max in the car too .,FRA
All ready !,FRA
What what ?,FRA
No not me .,FRA
Dog Max !,FRA
Maybe they 're friendly hyenas .,FRA
Seamus and Krissy 's .,FRA
That 'll be easy .,FRA
They 're a friend of ours .,FRA
Wow that 's fun .,FRA
That will be safe .,FRA
We 're at the lion kingdom .,FRA
He was n't .,FRA
Silly Max doggie !,FRA
No it was Emma .,FRA
This is our our um he 's Brown right here .,FRA
Oh it was Emma .,FRA
Is that a bee ?,FRA
Yeah that 's probably a better place .,FRA
Oh it 's a butterfly right .,FRA
You could be an honorary Barney .,FRA
Yeah it is darker than ours but .,FRA
And a A ?,FRA
And a C B ?,FRA
Ah it 's a dinosaur ah !,FRA
Ah what ?,FRA
An E is next .,FRA
Who 's friendly ?,FRA
Then a small E .,FRA
Now what daddy ?,FRA
Oh oh my heavens oh that 's that 's a relief okay .,FRA
A farmhouse and aminals .,FRA
And then D .,FRA
Okay I 'm convinced that you 're friendly .,FRA
You 're pretty nice .,FRA
How 's that for a D ?,FRA
Nuclear 's friendly too ?,FRA
How young are you Simba or how old are you ?,FRA
Oops careful of Avril .,FRA
Oh that 's the big sister yeah right okay .,FRA
Another I .,FRA
Ah two Cliffords actually .,FRA
Oh raisin rice pie right ?,FRA
And one horsie .,FRA
Oh yeah how old are you ?,FRA
Big heavy horsie .,FRA
Heidi 's name is very short daddy .,FRA
Heidi 's name is very short .,FRA
Hi name my name is Eleanor the elephant .,FRA
You are n't ?,FRA
Ah another curved letter .,FRA
Mm no .,FRA
Pattern blocks .,FRA
Are they really good strawberries ?,FRA
Are they really sweet ?,FRA
They 're not too sweet ?,FRA
With the yellow ones .,FRA
Is that a bathtub ?,FRA
A honey comb ?,FRA
What about this .,FRA
Here 's a tractor in one of these .,FRA
And you can the cows .,FRA
Two chickens .,FRA
And the tractor .,FRA
And the pigs .,FRA
Is that a dandelion ?,FRA
Yeah and the .,FRA
So two places .,FRA
The dandelion .,FRA
With a green stem and the flower 's red and yellow .,FRA
What babes ?,FRA
Like maybe this would be .,FRA
And this !,FRA
Like this Avi like this .,FRA
Like this Avi .,FRA
That is a very pretty one .,FRA
This is the stem .,FRA
That 's the stem ?,FRA
The yellow or the green ?,FRA
What babe ?,FRA
Oh and a dog too !,FRA
And three horses !,FRA
A yellow .,FRA
I 'm the mother .,FRA
I 'm the grandma .,FRA
Oh how about a lion ?,FRA
Ruff ruff .,FRA
How about some yellow ones ?,FRA
Neigh neigh .,FRA
It 's too little little .,FRA
That can be a lion 's mane .,FRA
The mommy horse .,FRA
Bye bye .,FRA
In the elevator .,FRA
Yes yes yes yes !,FRA
Ok okay .,FRA
Who next ?,FRA
Monica does the childrens yoga in the Summer time .,FRA
It 's a really cool Halloween book .,FRA
And the blue ones are for my mom and dad .,FRA
No some of them are .,FRA
These ones are the library books .,FRA
That 's not a library book !,FRA
There are videos in containers under the wood couch .,FRA
Here 's all the library books .,FRA
Here 's a horse .,FRA
That 's not the monster that 's my sister .,FRA
The Red Dog .,FRA
These are the t mother and sister .,FRA
That dog .,FRA
Mother and sister .,FRA
These are not the babysitters .,FRA
Here 's a marker with of .,FRA
My friend ?,FRA
Of blueberries .,FRA
No how about this be the babysitter .,FRA
And these two be the mother and sister .,FRA
I 'm only four .,FRA
This will be the turkey dog seller .,FRA
One year .,FRA
Where 's the turkey dog stand ?,FRA
Chocolate chip cookies ?,FRA
For you and me .,FRA
Where 's the little hand ?,FRA
Brownie muffins .,FRA
With brown icing .,FRA
I 'm thirsty !,FRA
Where were we yesterday ?,FRA
My name is Nurese .,FRA
My name is Nuresa .,FRA
My name is Hamilton .,FRA
Where are all your sipper cups ?,FRA
Trumpets balloons .,FRA
Do n't be a poop .,FRA
I 'm only a tiny dog and my mother is tinier .,FRA
My mother is tiny .,FRA
You 're you 're a Dalmatian .,FRA
That 's your water .,FRA
It 's so leaky .,FRA
Yeah it 's a little bit leaky .,FRA
Yeah right .,FRA
Helen 's birthday party is tomorrow !,FRA
Hi I 'm Clifford !,FRA
I 'm Clifford too .,FRA
I 'm sister Clifford .,FRA
I 'm baby Clifford .,FRA
Ruff ruff ruff ruff .,FRA
This is the store person .,FRA
He 's still a two year old .,FRA
Just like my o other brother .,FRA
It was very small .,FRA
The puppy 's favorite the puppy 's favorite is purple .,FRA
Was it a small birthday cake ?,FRA
Yeah chocolate cake !,FRA
No yam frosting ?,FRA
Quick quick hide !,FRA
Last Halloween .,FRA
Yam frosting on bread ?,FRA
Dad what 's the shopkeeper 's number ?,FRA
Where the kitty ?,FRA
Six seven two .,FRA
One one .,FRA
Where 's the horses ?,FRA
Over here over here !,FRA
Kitty 's after me !,FRA
Four eight .,FRA
Hello shopkeeper !,FRA
About a month ?,FRA
A little more than a month ?,FRA
It 's in the end of October .,FRA
Like the magnetic drawing board right ?,FRA
That was one of them .,FRA
How about four hundred .,FRA
Is that is that one ?,FRA
Equals and opposites ?,FRA
The angel .,FRA
No the party store .,FRA
White side .,FRA
The brother !,FRA
And chocolate chip cookies .,FRA
Chocolate and chocolate chip cookies .,FRA
We 're twins .,FRA
A paint brush .,FRA
A paint brush okay .,FRA
Forty four chalks .,FRA
Yeah that 's the one more thing .,FRA
A dead flower ?,FRA
Okay and this is a plate or is that a hat ?,FRA
It must be a plate .,FRA
Okay this is a candle .,FRA
People in here .,FRA
This is actually a dollhouse .,FRA
A movie .,FRA
A fairy princess .,FRA
A birthday cake .,FRA
I do n't maybe Mark can .,FRA
To the truck !,FRA
Birthday cake .,FRA
Oh yeah right .,FRA
And dogs .,FRA
Is that a tadpole ?,FRA
He was a bad guy .,FRA
Dog here .,FRA
For Halloween .,FRA
Dog is bigger than chickens .,FRA
Ship up .,FRA
Okay open door !,FRA
A lot of them .,FRA
You you can how about daddy stacks .,FRA
Kitty cat .,FRA
Here pet kitty cat .,FRA
Warm clothes for cold weather .,FRA
Um a straight road .,FRA
A squiggly road .,FRA
Sheep and cow !,FRA
Is there a milk thing here ?,FRA
Oh and a flat tire .,FRA
Two flat tires .,FRA
New shiny car okay .,FRA
A what and a caterpillar ?,FRA
Is there a butterfly ?,FRA
Up and down .,FRA
What 's this one though ?,FRA
Okay under and over or on top of .,FRA
Alright in and out yeah .,FRA
The egg ?,FRA
Oh yeah front and back .,FRA
Tinkerbell 's here ?,FRA
Is there a pencil ?,FRA
That 's Tinkerbell ?,FRA
Ah right .,FRA
Queen and boy .,FRA
Oh all right fine .,FRA
Oh yeah okay .,FRA
That 's very funny .,FRA
Is this an anchor for a ship ?,FRA
Oh I yeah it 's hot and cold is n't it ?,FRA
Those teeth are sharp !,FRA
And they 're very sharp .,FRA
How old is Avril Avril ?,FRA
The opposites ?,FRA
Is this girl and boy ?,FRA
Is that what it is ?,FRA
Right next to Niagara Falls right ?,FRA
Some cow milk ?,FRA
Avi girl babe .,FRA
Is this triple a ?,FRA
Triple a .,FRA
No I did n't I 'm sorry .,FRA
Big Bird .,FRA
Oh is that right ?,FRA
Oh what honey ?,FRA
I 'm just .,FRA
This is .,FRA
One two three .,FRA
Who 's that ?,FRA
Oh okay .,FRA
Oh boy !,FRA
Up and down .,FRA
It 's a .,FRA
One two .,FRA
Where 's .,FRA
Where is it ?,FRA
Very good .,FRA
Good job !,FRA
What 's that ?,FRA
Big bird .,FRA
That one too .,FRA
What is that ?,FRA
Panda bear .,FRA
Uh oh .,FRA
What honey ?,FRA
The truck ?,FRA
You okay ?,FRA
This way .,FRA
That 's it .,FRA
This one .,FRA
The end ?,FRA
Uh huh ?,FRA
And this one ?,FRA
Here 's a .,FRA
What 's this for ?,FRA
What 's this ?,FRA
Like that ?,FRA
And a d .,FRA
Very nice .,FRA
Over there .,FRA
There it is .,FRA
E f .,FRA
Oh here it is .,FRA
Over here ?,FRA
In the sky .,FRA
What is it ?,FRA
How about .,FRA
It 's over there .,FRA
Which one ?,FRA
Wee wee .,FRA
A pumpkin .,FRA
What was that ?,FRA
Night night .,FRA
No no no .,FRA
No this one .,FRA
Who is it ?,FRA
A star ?,FRA
Who is that ?,FRA
It 's hot .,FRA
The green .,FRA
Right there .,FRA
Now which one ?,FRA
Two three .,FRA
What 's over there ?,FRA
And yellow .,FRA
What 's this one ?,FRA
No .,FRA
What now ?,FRA
Orange juice .,FRA
Whoa whoa .,FRA
Do n't !,FRA
Where 's the baby ?,FRA
Where 's the squirrel ?,FRA
Oh yeah ?,FRA
That 's right .,FRA
That 's a squirrel .,FRA
Those are .,FRA
It 's alright .,FRA
A fork and a spoon .,FRA
Two cows .,FRA
A boat .,FRA
Oh no .,FRA
Oh pretty .,FRA
Jelly beans .,FRA
That is .,FRA
It 's upside down .,FRA
We do n't .,FRA
That 's okay .,FRA
Another one .,FRA
Mm delicious !,FRA
Mm mm .,FRA
Woof woof .,FRA
Okay you ready ?,FRA
You 're tired .,FRA
Here it is .,FRA
One two three four five six .,FRA
What 's .,FRA
Too hot .,FRA
Me too .,FRA
How about this one .,FRA
No no !,FRA
Okay alright .,FRA
What is this ?,FRA
What 's that one ?,FRA
What is .,FRA
Da da da da da da .,FRA
Dada dada .,FRA
It 's okay .,FRA
Bye - bye .,FRA
What 's the next one ?,FRA
A coat .,FRA
Where are they ?,FRA
A couple .,FRA
That one .,FRA
A bicycle .,FRA
Up the hill .,FRA
A bat .,FRA
Woo hoo .,FRA
A b .,FRA
That way ?,FRA
A what ?,FRA
An apple .,FRA
Is it .,FRA
There he is .,FRA
That 's .,FRA
No Mommy .,FRA
And orange .,FRA
You ready ?,FRA
How 's that ?,FRA
The tunnel ?,FRA
Doo doo doo doo .,FRA
Right here .,FRA
Oh what 's that !,FRA
Like this ?,FRA
Oh yes .,FRA
Yes it is .,FRA
I ca n't .,FRA
In here .,FRA
Three four .,FRA
Doo doo .,FRA
How many .,FRA
Four five .,FRA
There you are .,FRA
Not that one !,FRA
Alright okay .,FRA
Oh wow !,FRA
A car .,FRA
Boo boo !,FRA
There they are .,FRA
A ball .,FRA
Some more .,FRA
A tree .,FRA
In there .,FRA
In the box .,FRA
Beep beep beep beep .,FRA
No you .,FRA
Yes honey .,FRA
Who 's this ?,FRA
One two three four .,FRA
And um .,FRA
And this .,FRA
Wee wee wee .,FRA
The circle .,FRA
Mommy Mommy Mommy .,FRA
Woo woo woo .,FRA
What else ?,FRA
The train .,FRA
That 's red .,FRA
No want .,FRA
One two one two .,FRA
The dinosaur .,FRA
What color .,FRA
It 's blue .,FRA
She 's .,FRA
Yes please ?,FRA
Very hot .,FRA
It 's a big one .,FRA
W x y and z .,FRA
Six seven .,FRA
A circle .,FRA
That 's great .,FRA
And then .,FRA
Mommy Mommy ?,FRA
Seven seven .,FRA
What this ?,FRA
What this one .,FRA
Mama Mama !,FRA
An elephant ?,FRA
Mommy Mommy Mommy Mommy Mommy .,FRA
A dinosaur .,FRA
A cup .,FRA
All set .,FRA
Horsie horsie .,FRA
Now what ?,FRA
That 's a heart .,FRA
Bock bock bock .,FRA
In the bowl .,FRA
How old are you ?,FRA
Black black .,FRA
Oh really ?,FRA
No one .,FRA
Oh no Mommy .,FRA
One two three four five .,FRA
That 's a camera .,FRA
It 's not .,FRA
A b c .,FRA
You do n't .,FRA
Is that .,FRA
And what 's that one ?,FRA
Choo choo .,FRA
Green green .,FRA
Okay okay .,FRA
That 's good .,FRA
A bird .,FRA
Here is .,FRA
A cat .,FRA
Tree tree .,FRA
Baby bear .,FRA
Where 's the .,FRA
I 'm not .,FRA
The snowman .,FRA
Now this .,FRA
How are you ?,FRA
Ribbit ribbit .,FRA
I 'm .,FRA
And what 's this ?,FRA
Not yet .,FRA
A lion ?,FRA
What are these ?,FRA
Alright you ready ?,FRA
It 's red !,FRA
What one .,FRA
Oh Mommy .,FRA
Oh sure .,FRA
Here I am .,FRA
Apple juice ?,FRA
Little girl ?,FRA
Ice cream .,FRA
Two two two two two .,FRA
That 's a bird .,FRA
And that one .,FRA
A c ?,FRA
A d .,FRA
E e .,FRA
A snake .,FRA
A whale .,FRA
Ah oh .,FRA
One one .,FRA
One two three four five six seven .,FRA
Oh sorry .,FRA
Huh wow .,FRA
It 's a puzzle .,FRA
No like this !,FRA
Oh good .,FRA
Baking soda .,FRA
An owl .,FRA
What sweetie ?,FRA
Mommy 's right here .,FRA
This guy ?,FRA
Yes we can .,FRA
Can you .,FRA
You 're welcome .,FRA
Red one .,FRA
No way .,FRA
A clam .,FRA
Sea horse .,FRA
A fish .,FRA
Yeah yeah .,FRA
Oh that 's nice .,FRA
Ooh ah !,FRA
I do n't .,FRA
And there !,FRA
A pentagon .,FRA
Black one .,FRA
Anymore .,FRA
The flower .,FRA
Oh flower .,FRA
Would you .,FRA
And who 's this ?,FRA
A box ?,FRA
What was it ?,FRA
No I do n't .,FRA
You 're .,FRA
What 's your name ?,FRA
Ah ha !,FRA
Beep beep .,FRA
Tennis racket .,FRA
Oh please !,FRA
A hat .,FRA
A pink one ?,FRA
And green .,FRA
Moon moon .,FRA
What 's what 's that ?,FRA
No this way .,FRA
Which way ?,FRA
Ooh what 's this ?,FRA
This off .,FRA
Mommy 's .,FRA
Too big !,FRA
No okay .,FRA
Two three four .,FRA
Ooh ooh ooh .,FRA
Happy birthday .,FRA
Happy birthday to you .,FRA
Yes yes .,FRA
A fishy .,FRA
Daddy Daddy .,FRA
A drink .,FRA
It 's chocolate .,FRA
Okay good .,FRA
A list ?,FRA
And what 's that ?,FRA
A bell .,FRA
It 's .,FRA
And now .,FRA
A dog .,FRA
A pickle .,FRA
What 's up ?,FRA
The cow .,FRA
No you do n't .,FRA
Hee hee .,FRA
And these .,FRA
A helicopter .,FRA
Fire truck .,FRA
It is .,FRA
A sheep ?,FRA
It 's a baby !,FRA
Yeah that 's right !,FRA
Oh dear .,FRA
He 's upside down .,FRA
Hm hm hm .,FRA
No it is not .,FRA
They do n't ?,FRA
A watch .,FRA
A duck ?,FRA
No more .,FRA
Big tower .,FRA
Three more .,FRA
A truck .,FRA
For whom ?,FRA
A cow !,FRA
No green .,FRA
And a .,FRA
That 's a lion .,FRA
What are those ?,FRA
A moose .,FRA
You are .,FRA
Too small !,FRA
Of this .,FRA
Is it you ?,FRA
Tv .,FRA
His hand .,FRA
This one is .,FRA
A chicken ?,FRA
Where are you ?,FRA
And and um .,FRA
The bag .,FRA
No but .,FRA
The ball .,FRA
Mm hm .,FRA
Is stuck .,FRA
The baby .,FRA
What are you .,FRA
I 'm just .,FRA
Big red one .,FRA
There she is .,FRA
Um there .,FRA
Um no !,FRA
On the table .,FRA
On the floor ?,FRA
A p .,FRA
The other way .,FRA
New page .,FRA
Is that you ?,FRA
Right there right there .,FRA
And who 's that ?,FRA
Yes you can .,FRA
Oh gosh .,FRA
Oh my !,FRA
Are you sure ?,FRA
How about these ?,FRA
That 's cute !,FRA
She is .,FRA
At school .,FRA
A horse .,FRA
Bubble wrap .,FRA
Purple grapes .,FRA
Where 's the flower ?,FRA
Very gently .,FRA
Black okay .,FRA
Boo hoo .,FRA
A monkey .,FRA
A house .,FRA
Good choice .,FRA
They 're right here .,FRA
A strawberry .,FRA
One more .,FRA
Oh thanks .,FRA
Little bit .,FRA
Other one .,FRA
No that .,FRA
This is a .,FRA
Who else .,FRA
A sailboat .,FRA
School bus .,FRA
Um okay .,FRA
A present .,FRA
Green beans .,FRA
That 's silly .,FRA
He 's .,FRA
What 's her name ?,FRA
A giraffe .,FRA
That 's a cat .,FRA
Yummy yummy .,FRA
And Daddy .,FRA
I can .,FRA
Yeah one .,FRA
Oh sweetie .,FRA
Are you still sleepy ?,FRA
Who 's in there ?,FRA
I 'm right here !,FRA
It 's the sun .,FRA
Eight nine .,FRA
Mm yummy !,FRA
Kitty cat .,FRA
This book .,FRA
I 'm hungry .,FRA
Doo doo doo doo doo doo doo .,FRA
And a flower .,FRA
One more page .,FRA
It 's a camera .,FRA
What about this ?,FRA
Where are your shoes ?,FRA
Is that a baby .,FRA
Bonk bonk .,FRA
Baa baa .,FRA
A book .,FRA
It 's it 's .,FRA
Nine ten .,FRA
For lunch .,FRA
A pig .,FRA
Five six .,FRA
Oh whoa .,FRA
That 's Pooh .,FRA
How about Daddy ?,FRA
That will be fun .,FRA
A bone !,FRA
A bag .,FRA
Two hats .,FRA
Um yeah .,FRA
A penguin .,FRA
Down the slide .,FRA
Oh what 's this .,FRA
Is a .,FRA
Macaroni and cheese .,FRA
You can .,FRA
The butterfly .,FRA
Here 's your paper .,FRA
It 's fine .,FRA
Oh great .,FRA
A girl .,FRA
A school bus .,FRA
To you .,FRA
It 's a pig ?,FRA
It 's a face .,FRA
Um here .,FRA
A face .,FRA
Not really .,FRA
How about the .,FRA
Oh my gosh .,FRA
Race car .,FRA
Mm yes .,FRA
In the .,FRA
Yeah right there .,FRA
Ding ding !,FRA
Baby baby baby .,FRA
Good idea .,FRA
Not me .,FRA
That 's all .,FRA
Can you please .,FRA
Whoa whoa whoa .,FRA
